STT_Goc,Chuong,Ten_Chuong,Tu_Vung,Nghia
872,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",ぜいたくな,"sang chảnh, xa hoa, phung phí (phong cách sống)"
873,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",豪華な (ごうかな),"hào hoa, lộng lẫy, rực rỡ"
874,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",高級な (こうきゅうな),"chất lượng cao, hàng hiệu"
875,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",上等な (じょうとうな),"cao cấp, xịn sò"
876,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",上品な (じょうひんな),"quý phái, lịch thiệp"
877,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",適度な (てきどな),"mức độ thích hợp, điều độ"
878,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",快適な (かいてきな),"dễ chịu, sảng khoái"
879,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",快い (こころよい),"hài lòng, dễ chịu, sẵn lòng"
880,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",順調な (じゅんちょうな),thuận lợi; tốt; trôi chảy
881,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",活発な (かっぱつな),"hoạt bát, sôi nổi, nhanh nhẹn, linh hoạt"
882,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",的確な (てきかくな),"chính xác, rõ ràng"
883,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",確実な (かくじつな),"Xác thực, chắc chắn"
884,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",明らかな (あきらかな),"rõ ràng, sáng tỏ"
885,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",あいまいな,mơ hồ
886,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",具体的な (ぐたいてきな),"cụ thể, rõ ràng"
887,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",抽象的な (ちゅうしょうてきな),"trừu tượng, viển vông"
888,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",等しい (ひとしい),"giống nhau, đều đặn"
889,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",平等な (びょうどうな),"bình đẳng, công bằng"
890,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",公平な (こうへいな),công bằng
891,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",人物 (じんぶつ),nhân vật
892,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",者 (もの),"người, kẻ"
893,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",各自 (かくじ),mỗi người
894,23,"Chương 23: Du lịch, Thể thao & Giải trí (旅行・スポーツと娯楽)",気分 (きぶん),"tâm trạng, tinh thần, cảm xúc"
895,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",気配 (けはい),"cảm giác, linh cảm"
896,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",生きがい (いきがい),"mục đích sống, lẽ sống"
897,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",行儀 (ぎょうぎ),"tác phong, cách cư xử"
898,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",品 (ひん),"phẩm giá, mặt hàng, hàng hóa"
899,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",姿 (すがた),"bộ dạng, bóng dáng, tư thế"
900,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",姿勢 (しせい),"tư thế, thái độ, lập trường"
901,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",見かけ (みかけ),"nhìn bề ngoài, diện mạo"
902,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",ふり,giả vờ
903,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",苦情 (くじょう),"phàn nàn, than phiền, càu nhàu, khiếu nại"
904,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",口実 (こうじつ),"ngụy biện, viện cớ, bào chữa"
905,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",動機 (どうき),"động cơ, nguyên nhân, lý do"
906,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",皮肉 (ひにく),"giễu cợt, mỉa mai"
907,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",意義 (いぎ),ý nghĩa
908,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",主義 (しゅぎ),"nguyên tắc, niềm tin"
909,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",精神 (せいしん),tinh thần
910,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",年代 (ねんだい),"số năm, thời gian, thế hệ, cũ kĩ, lâu đời"
911,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",世代 (せだい),"thời đại, thế hệ"
912,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",基礎 (きそ),"cơ bản, gốc, nền móng"
913,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",基準 (きじゅん),"tiêu chí, quy chuẩn"
914,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",標準 (ひょうじゅん),"mặc định, chuẩn"
915,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",典型 (てんけい),"điển hình, kiểu cách"
916,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",方言 (ほうげん),tiếng địa phương
917,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",分布 (ぶんぷ),"phân bố, phân phối"
918,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",発展 (はってん),"phát triển, dẫn đến, thành ra"
919,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",文明 (ぶんめい),văn minh
920,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",普及 (ふきゅう),"phổ cập, phổ biến"
921,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",制限 (せいげん),hạn chế
922,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",限度 (げんど),"giới hạn, hạn mức"
923,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",限界 (げんかい),giới hạn
924,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",検討 (けんとう),"cân nhắc, xem xét"
925,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",選択 (せんたく),lựa chọn
926,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",考慮 (こうりょ),"xem xét, suy tính"
927,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",重視 (じゅうし),"xem trọng, coi trọng"
928,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",見当 (けんとう),"phỏng đoán, ước tính"
929,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",訂正 (ていせい),"đính chính, sửa lại"
930,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",修正 (しゅうせい),"chỉnh sửa, khắc phục"
931,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",反抗 (はんこう),"phản kháng, chống đối"
932,24,"Chương 24: Thời gian, Thay đổi & Quá trình (時間・変化とプロセス)",抵抗 (ていこう),"đề kháng, kháng cự"
933,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",災難 (さいなん),"rủi ro, đen đủi, thiên tai"
934,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",汚染 (おせん),ô nhiễm
935,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",害 (がい),có hại
936,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",伝染 (でんせん),"truyền nhiễm, lan truyền"
937,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",対策 (たいさく),"biện pháp, đối sách"
938,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",処置 (しょち),"xử lý, điều trị"
939,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",処分 (しょぶん),"xử lí, trừng phạt, vứt bỏ"
940,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",処理 (しょり),"sơ chế, xử lý"
941,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",輪 (わ),"vòng, lặp"
942,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",でこぼこ,lồi lõm
943,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",跡 (あと),"dấu vết, vết tích"
944,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",手間 (てま),"thời gian, công sức"
945,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",能率 (のうりつ),"hiệu quả, năng suất"
946,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",性能 (せいのう),"hiệu năng, hiệu suất"
947,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",操作 (そうさ),"thao tác, vận hành"
948,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",発揮 (はっき),"phát huy, gắng sức"
949,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",頂点 (ちょうてん),"đỉnh, đứng đầu, đứng top"
950,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",周辺 (しゅうへん),"xung quanh, ngoại vi"
951,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",現場 (げんば),"công trường, nơi làm việc"
952,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",状況 (じょうきょう),"tình hình, tình huống"
953,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",組織 (そしき),tổ chức
954,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",制度 (せいど),"chế độ, hệ thống"
955,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",構成 (こうせい),cấu trúc
956,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",形式 (けいしき),"hình thức, định dạng"
957,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",傾向 (けいこう),"xu hướng, hiện tượng, khuynh hướng"
958,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",方針 (ほうしん),phương châm; chính sách
959,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",徹底 (てってい),"triệt để, tỉ mỉ, kỹ lưỡng"
960,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",分析 (ぶんせき),phân tích
961,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",維持 (いじ),duy trì
962,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",管理 (かんり),"quản lý, bảo quản"
963,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",行方 (ゆくえ),"tung tích, hành tung"
964,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",端 (はし),"cạnh, ven, bở, mép"
965,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",場 (ば),"địa điểm, nơi, chỗ, nơi"
966,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",分野 (ぶんや),lĩnh vực
967,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",需要 (じゅよう),"nhu cầu, cung cầu"
968,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",供給 (きょうきゅう),cung cấp
969,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",物資 (ぶっし),"vật tư, cứu trợ"
970,25,"Chương 25: Đánh giá, Phán đoán & So sánh (評価・判断と比較)",用途 (ようと),"sử dụng, công dụng"
971,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",関連 (かんれん),"liên quan, quan hệ"
972,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",消耗 (しょうもう),"tiêu thụ, tiêu hao"
973,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",欠陥 (けっかん),"sai sót, lỗi"
974,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",予備 (よび),"dự phòng, dự trữ, dự bị"
975,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",付属 (ふぞく),"trực thuộc, đính kèm"
976,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",手当 (てあて),"trị liệu, chuẩn bị, trợ cấp, thù lao"
977,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",元 (もと),"nguyên, ban đầu, lý do"
978,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",面 (めん),"mặt, bề mặt, diện mạo"
979,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",說 (せつ),"thuyết, ý kiến"
980,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",差 (さ),"sai khác, khoảng cách, hiệu số"
981,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",間 (ま),"giữa, trong khoảng"
982,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",分 (ぶん),"thành phần, điều kiện"
983,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",筋 (すじ),"logic, hợp lí, tố chất"
984,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",余裕 (よゆう),phần dư
985,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",負担 (ふたん),"gánh vác, trách nhiệm"
986,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",保証 (ほしょう),"Cam kết, bảo hành, bảo lãnh"
987,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",催促 (さいそく),"thúc giục, hối thúc"
988,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",成立 (せいりつ),"thành lập, hình thành, thành lập"
989,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",矛盾 (むじゅん),mâu thuẫn
990,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",存在 (そんざい),"tồn tại, sẵn có"
991,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",編む (あむ),đan
992,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",縫う (ぬう),"may, khâu lại"
993,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",指す (さす),"biểu thị, ám chỉ"
994,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",示す (しめす),"chỉ, bày tỏ, biểu hiện"
995,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",注ぐ (そそぐ),"rót, dồn, tưới"
996,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",すすぐ,"rửa, súc"
997,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",触る (さわる),"sở, chạm"
998,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",触れる (ふれる),"chạm, đề cập, tiếp xúc"
999,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",抱く (いだく),"ôm, mang, chứa đựng"
1000,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",抱える (かかえる),"Ôm, mang, cầm trong tay"
1001,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",担ぐ (かつぐ),"mang, vác, lừa bịp, mê tín"
1002,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",剥がす (はがす),"bóc ra, lột vỏ"
1003,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",描く (えがく),"vẽ, phác họa"
1004,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",砕ける (くだける),"bị vỡ, trơn, hỏng"
1005,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",砕く (くだく),"nghiên, đập nhỏ, giải quyết vấn đề"
1006,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",ふさがる,"bị tắc, nghẽn, ngập tràn, bịt kin"
1007,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",ふさぐ,"Bế tắc, trầm cảm, bịt"
1008,26,"Chương 26: Tranh luận, Lý lẽ & Quan điểm (議論・主張と見解)",避ける (さける),"Phòng, tránh, tránh né"
1009,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",よける,"tránh, để qua một bên, né"
1010,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",それる,"trượt, lệch, lạc đề"
1011,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",そらす,"trốn tránh, lảng tránh"
1012,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",見つめる (みつめる),"nhìn chằm chằm, chăm chú"
1013,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",眺める (ながめる),"nhìn, ngắm"
1014,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",見合わせる (みあわせる),"nhìn nhau, bị hoãn, hoãn lại"
1015,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",見送る (みおくる),"Đưa tiễn, hoàn, bỏ lỡ"
1016,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",訪れる (おとずれる),ghé thăm
1017,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",引き返す (ひきかえす),quay ngược lại
1018,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",去る (さる),"trước, đã qua"
1019,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",すする,"húp, hút, khịt mũi"
1020,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",味わう (あじわう),"thưởng thức, trải nghiệm, nhấm nháp, tận hưởng"
1021,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",匂う (におう),"có mùi, đáng nghi"
1022,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",飢える (うえる),"đói, thèm, khao khát"
1023,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",問う (とう),"đòi hỏi, yêu cầu"
1024,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",語る (かたる),"kể lại, thuật lại"
1025,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",誓う (ちかう),"thề, hứa"
1026,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",支える (ささえる),"hỗ trợ, giữ, duy trì, nâng đỡ"
1027,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",費やす (ついやす),"tiêu hao, hao phí"
1028,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",用いる (もちいる),"sử dụng, tiếp nhận, bổ nhiệm"
1029,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",改まる (あらたまる),"thay đổi, khách sáo, giữ ý"
1030,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",改める (あらためる),"cải tiến, thay đổi, kiểm tra xác nhận, cải thiện"
1031,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",収まる・納まる (おさまる),"thỏa lòng, vừa vặn, lắng xuống"
1032,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",収める (おさめる),"giải quyết, đạt được, cất giấu, thu được, nộp..."
1033,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",沿う・添う (そう),"dọc theo, men theo"
1034,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",添える (そえる),gắn với
1035,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",兼ねる (かねる),kết hợp
1036,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",適する (てきする),"hợp, xứng đáng"
1037,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",相当する (そうとうする),"tương ứng, tương đương"
1038,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",伴う (ともなう),"kéo theo, dìu dắt, phát sinh"
1039,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",響く (ひびく),"vang vọng, chấn động, dội lại, ảnh hưởng đến"
1040,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",次ぐ (つぐ),"tiếp theo, nối tiếp"
1041,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",略す (りゃくす),"lượt bớt, viết tắt, tóm gọn"
1042,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",迫る (せまる),"tiến sát, sức ép, đến với"
1043,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",狙う (ねらう),"nhắm đến, thả thính, rình rập, để ý đến"
1044,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",犯す (おかす),"phạm, phạm phải"
1045,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",侵す (おかす),"xâm phạm, bị bệnh nặng"
1046,27,"Chương 27: Rắc rối, Thất bại & Khắc phục (トラブル・失敗と克服)",冒す (おかす),"can đảm, đương đầu"
1047,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",脅す (おどす),"bắt nạt, đe dọa"
1048,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",脅かす (おびやかす),hù dọa
1049,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",逆らう (さからう),"ngược ý, ngược dòng"
1050,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",妨げる (さまたげる),"ngăn chặn, gây trở ngại, cản trở"
1051,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",打ち消す (うちけす),"phủ nhận, bác bỏ"
1052,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",応じる (おうじる),"chấp nhận, đáp ứng"
1053,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",承る (うけたまわる),"nhận, nghe (Khiêm nhường ngữ của 聞く)"
1054,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",頂戴する (ちょうだいする),Làm...cho tôi
1055,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",学ぶ (まなぶ),học hỏi
1056,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",練る (ねる),"nhào trộn, gọt giũa, trau chuốt"
1057,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",負う (おう),"mang, vác"
1058,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",果たす (はたす),hoàn thành
1059,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",引き受ける (ひきうける),"nhận, đảm nhiệm"
1060,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",増す (ます),tăng lên
1061,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",欠ける (かける),"bỏ lỡ, thiếu sót"
1062,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",欠かす (かかす),"thiếu, bỏ qua"
1063,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",澄む (すむ),"trong sạch, sáng, trong trẻo"
1064,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",濁る (にごる),"dính bùn, đục"
1065,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",濁す (にごす),"ngập ngừng, làm đục, mơ hổ"
1066,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",生じる (しょうじる),"phát sinh, nguyên nhân"
1067,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",及ぶ (およぶ),"đạt đến, lan ra, đuổi kịp"
1068,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",及ぼす (およぼす),"gây ra ( ảnh hưởng, hại )"
1069,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",至る (いたる),"dẫn đến, đi đến, đạt tới"
1070,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",達する (たっする),"đến, chạm tới"
1071,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",実る (みのる),"đạt kết quả, chín, ra quả"
1072,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",暮れる (くれる),"tối, hết, lặn ( mặt trời )"
1073,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",劣る (おとる),kém hơn
1074,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",異なる (ことなる),khác
1075,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",乱れる (みだれる),"hỗn hoạn, bị nhầm lẫn"
1076,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",乱す (みだす),"lộn xộn, làm đảo lộn, làm hỏng, chen ngang"
1077,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",緩む (ゆるす),"nới lỏng, được thư giãn, thả lỏng"
1078,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",緩める (ゆるめる),"lỏng, thư giãn, hạ xuống"
1079,28,"Chương 28: Khen ngợi, Động viên & Trách móc (称賛・励ましと批判)",さびる,"bị rỉ sét, héo mòn"
